loja;codigo;descricao;familia;subfam;unidade;iva;datacriacao;retalho;fundo;letra;vendersemstock;precovenda;codbarras;iva2
2;1060009040;PASTA VERDE PORTFOLIO DE FRAGRANCIAS;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;0.00;7898464627733;23.0
2;1060009054;TAG PRESENTE (PACOTE C/ 100 UN);1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;18.29;7898464627801;23.0
2;1060009141;SACOLA P VERDE;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;0.00;7899891300589;23.0
2;1060009142;SACOLA M VERDE;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;0.00;7899891300596;23.0
2;1060009201;AVENTAL XADREZ ECO;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;35.77;7899891301661;23.0
2;1060009247;SACOLA P VERDE ALCA GORGURAO;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;0.00;7899891302170;23.0
2;1060009248;SACOLA M VERDE ALCA GORGURAO;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;0.00;7899891302187;23.0
2;1060009249;SACOLA G VERDE ALCA GORGURAO;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;0.00;7899891302194;23.0
2;1060009376;PASTA GRAFITE PORTFOLIO DE FRAGANCIAS;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;0.00;7899891307342;23.0
2;1060009381;FITA CETIM DOURADA 38MM C/ LOGO AVATIM (70 METROS);1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;0.00;7899891308455;23.0
2;1060009388;FITA GORGURAO VERDE 15MM REFUGIO DE BOAS SENSACOES (70 MT);1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;0.00;7899891308981;23.0
2;1060010002;AMOSTRA BANHO REFRESCANTE LAVANDA 2 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;0.00;7899891304099;23.0
2;1060760002;AMOSTRA BANHO REFRESCANTE FLOR DE CEREJEIRA 2 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;0.00;7899891304082;23.0
2;1060830002;AMOSTRA BANHO REFRESCANTE CHA VERDE & ERVAS 2 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;0.00;7899891304075;23.0
2;1061100005;AMOSTRA AGUA REFRESCANTE VERBENA & BAMBU 2 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;0.00;7899891303955;23.0
2;1061110005;AMOSTRA DEO COLONIA BONISSIMO 2 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;0.00;7898464626637;23.0
2;1061150002;AMOSTRA AGUA DE COLONIA APOENA 2 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;0.00;7898464629362;23.0
2;1061490002;AMOSTRA DEO PARFUM MASCULINO SELETO 2 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;0.00;7899891302712;23.0
2;1061500005;AMOSTRA DEO COLONIA FEMININA GIGI 2 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;0.00;7899891302033;23.0
2;1061570005;AMOSTRA DEO COLONIA AMAU 2 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;0.00;7899891301265;23.0
2;1061600005;AMOSTRA DEO COLONIA BONISSIMO BLACK 2 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;0.00;7899891301494;23.0
2;1061780002;AMOSTRA DEO PARFUM SELETO OCEAN 2 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;0.00;7899891308189;23.0
2;1061810005;AMOSTRA DEO COLONIA ACUCENA 2 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;0.00;7899891306291;23.0
2;1061860002;AMOSTRA DEO COLONIA SUBLIME 2 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;0.00;7899891309032;23.0
2;1061870002;AMOSTRA AGUA REFRESCANTE RELAXAMENTO 2 ML - AGUAS NATURAIS;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;0.00;7899891308059;23.0
2;1061880002;AMOSTRA AGUA REFRESCANTE ACONCHEGO 2 ML - AGUAS NATURAIS;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;0.00;7899891308066;23.0
2;1061890002;AMOSTRA AGUA REFRESCANTE ENERGIA 2 ML - AGUAS NATURAIS;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;0.00;7899891308073;23.0
2;1061900002;AMOSTRA AGUA REFRESCANTE CONCENTRACAO 2 ML - AGUAS NATURAIS;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;0.00;7899891308080;23.0
2;1062040002;AMOSTRA DEO PARFUM SELETO HERBO 2 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;0.00;7899891312186;23.0
2;1070000120;OLEO VEGETAL DE SEMENTE DE UVA 120 ML - RITOS;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;9.76;7899891309001;23.0
2;1070000250;CREME HIDRATANTE CARREADOR NEUTRO 250G - RITOS;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;12.20;7899891309018;23.0
2;1070010300;EMULSAO HIDRATANTE LAVANDA 300 ML - DIA DIA;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;7.80;7899891303368;23.0
2;1070110380;ALCOOL EM GEL CURUMIM;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;6.10;7898464624688;23.0
2;1070190350;HIDRATANTE CORPORAL TERRA MADRE 350 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;30.65;7898464623032;23.0
2;1070620120;OLEO DE BANHO E MASSAGEM MURU MURU 120 ML - RITOS;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;8.13;7899891302804;23.0
2;1070680050;EMULSAO SUAVIZANTE MAOS AMORA SILVESTRE 50G AUTOCUIDADO;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;5.28;7898464620277;23.0
2;1070680055;ALCOOL EM GEL AMORA SILVESTRE 55 G - AUTOCUIDADO;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;2.44;7899891305348;23.0
2;1070730050;EMULSAO SUAVIZANTE MAOS MANGA VERDE 50G AUTOCUIDADO;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;5.28;7898464620253;23.0
2;1070730055;ALCOOL EM GEL MANGA VERDE 55 G - AUTOCUIDADO;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;2.44;7899891305355;23.0
2;1070740120;OLEO DE BANHO E MASSAGEM YLANG YLANG 120 ML - RITOS;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;8.13;7899891303221;23.0
2;1070760300;EMULSAO HIDRATANTE FLOR DE CEREJEIRA 300 ML - DIA DIA;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;7.80;7899891303313;23.0
2;1070780300;EMULSAO HIDRATANTE MARINA 300 ML - DIA DIA;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;7.80;7899891303320;23.0
2;1070790300;EMULSAO HIDRATANTE TAPAJOS 300 ML - DIA DIA;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;7.80;7899891303337;23.0
2;1070830300;EMULSAO HIDRATANTE CHA VERDE & ERVAS 300 ML - DIA DIA;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;7.80;7899891303344;23.0
2;1071030300;OLEO EM CREME CUPUACU & CASTANHA DO BRASIL 300 G;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;14.63;7899891300077;23.0
2;1071030500;ACUCAR EM OLEO CUPUACU & CASTANHA DO BRASIL 500 G;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;29.67;7899891300435;23.0
2;1071080350;HIDRATANTE CORPORAL BUQUE DE PEONIAS 350 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;30.65;7898464626408;23.0
2;1071100201;LOCAO HIDRATANTE CORPORAL & VERBENA BAMBU 200 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;7.24;7899891308608;23.0
2;1071109363;LOCAO HIDRATANTE VERBENA & BAMBU 35 ML (CX C/ 120 UND);1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;172.81;7899891306505;23.0
2;1071110060;BONISSIMO BALM - POS BARBA 60 G;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;5.69;7899891308325;23.0
2;1071110080;BONISSIMO SHAVE - CREME PARA BARBEAR 80 G;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;4.07;7898464628426;23.0
2;1071110085;BONISSIMO POMADE - POMADA MODELADORA 85 G;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;8.54;7899891304266;23.0
2;1071170010;SACHE CREME HIDRATANTE ACETINADO SERENA 10 G;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;0.81;7899891308233;23.0
2;1071170200;CREME ACETINADO HIDRATANTE CORPORAL SERENA 200 G;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;31.30;7899891307663;23.0
2;1071270300;OLEO EM CREME MARACUJA & LIMA 300 G;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;14.63;7899891313367;23.0
2;1071280300;OLEO EM CREME PERA & LIMAO 300 G;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;14.63;7899891313350;23.0
2;1071300140;MASCARA FACIAL BRANCA 140 G;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;9.51;7899891307588;23.0
2;1071320140;MASCARA FACIAL VERDE 140 G;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;9.51;7899891307571;23.0
2;1071330120;OLEO DE BANHO E MASSAGEM ZIMBRO 120 ML - RITOS;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;8.13;7899891303245;23.0
2;1071340120;OLEO DE BANHO E MASSAGEM LEMONGRASS 120 ML - RITOS;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;8.13;7899891303238;23.0
2;1071360050;EMULSAO SUAVIZANTE MAOS CUPUACU 50G AUTOCUIDADO;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;5.28;7898464620260;23.0
2;1071360055;ALCOOL EM GEL CUPUACU 55 G - AUTOCUIDADO;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;2.44;7899891305362;23.0
2;1071500200;OLEO DE BANHO GIGI 210 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;16.10;7899891304198;23.0
2;1071500201;CREME ACETINADO HIDRATANTE CORPORAL GIGI 200 G;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;31.30;7899891306437;23.0
2;1071529402;HIDRATANTE CORPORAL MURU MURU & PATAUA 35 ML (CX C/ 120 UND);1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;172.81;7899891312025;23.0
2;1071550300;OLEO EM CREME COPAIBA & ANDIROBA 300 G;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;14.63;7899891300831;23.0
2;1071550500;ACUCAR EM OLEO COPAIBA & ANDIROBA 500 G;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;29.67;7899891302132;23.0
2;1071620250;HIDRATANTE PARA MAOS FOLHAS DE PIMENTA 250 ML - SABOR & AR;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;11.79;7899891305799;23.0
2;1071640250;HIDRATANTE PARA MAOS FIGO E PISTACHE 250 ML - SABOR & AR;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;11.79;7899891305768;23.0
2;1071660100;HIDRATANTE FACIAL 100 G - MEL TERAPIA;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;19.11;7899891302538;23.0
2;1071669271;MOUSSE DE LIMPEZA 100 G - MEL TERAPIA;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;17.89;7899891302545;23.0
2;1071680250;HIDRATANTE PARA MAOS GENGIBRE E ROMA 250 ML - SABOR & AR;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;11.79;7899891305737;23.0
2;1071780130;LOCAO HIDRATANTE SELETO OCEAN 130 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;5.69;7899891309148;23.0
2;1071810200;CREME ACETINADO HIDRATANTE CORPORAL ACUCENA 200 G;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;31.30;7899891306352;23.0
2;1071810210;OLEO DE BANHO ACUCENA 210 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;16.10;7899891306345;23.0
2;1071910140;MASCARA FACIAL PRETA 140 G;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;9.51;7899891307595;23.0
2;1071980010;OLEO ESSENCIAL MELALEUCA 10 ML - RITOS;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;13.01;7899891308707;23.0
2;1071990010;OLEO ESSENCIAL AMAZONGRASS 10 ML - RITOS;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;12.60;7899891308714;23.0
2;1072000010;OLEO ESSENCIAL LARANJA 10 ML - RITOS;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;12.20;7899891308721;23.0
2;1072010010;OLEO ESSENCIAL ALECRIM 10 ML - RITOS;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;14.63;7899891308738;23.0
2;1072020010;OLEO ESSENCIAL MENTA PIPERITA 10 ML - RITOS;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;12.20;7899891308745;23.0
2;1072030010;OLEO ESSENCIAL LAVANDA 10 ML - RITOS;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;15.04;7899891308752;23.0
2;1080830300;BANHO REFRESCANTE CHA VERDE & ERVAS 300 ML - DIA DIA;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;15.28;7899891303283;23.0
2;1081100300;AGUA REFRESCANTE VERBENA & BAMBU 300 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;16.26;7899891308615;23.0
2;1081110100;DEO COLONIA BONISSIMO 100 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;28.86;7899891306130;23.0
2;1081150101;DEO COLONIA APOENA 100 ML - RELICARIO;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;19.11;7899891308776;23.0
2;1081170101;DEO PARFUM SERENA 100 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;24.07;7899891307687;23.0
2;1081490101;DEO PARFUM SELETO 100 ML - SERIE 2;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;33.74;7899891308240;23.0
2;1081500100;DEO COLONIA GIGI 100 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;40.24;7899891300237;23.0
2;1081530100;DEO COLONIA EM FLOR 100 ML - RELICARIO;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;19.11;7899891308806;23.0
2;1081570101;DEO COLONIA AMAU 100 ML - RELICARIO;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;19.11;7899891308790;23.0
2;1081600100;DEO COLONIA BONISSIMO BLACK 100 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;28.86;7899891306123;23.0
2;1081780100;DEO PARFUM SELETO OCEAN 100 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;33.74;7899891307694;23.0
2;1081810100;DEO COLONIA ACUCENA 100 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;38.21;7899891306321;23.0
2;1081860060;DEO COLONIA SUBLIME 60 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;17.07;7899891307052;23.0
2;1081870200;AGUA REFRESCANTE RELAXAMENTO 200 ML - AGUAS NATURAIS;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;22.36;7899891307601;23.0
2;1081880200;AGUA REFRESCANTE ACONCHEGO 200 ML - AGUAS NATURAIS;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;22.36;7899891307618;23.0
2;1081890200;AGUA REFRESCANTE ENERGIA 200 ML - AGUAS NATURAIS;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;22.36;7899891307625;23.0
2;1081900200;AGUA REFRESCANTE CONCENTRACAO 200 ML - AGUAS NATURAIS;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;22.36;7899891307632;23.0
2;1082040100;DEO PARFUM SELETO HERBO 100 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;33.74;7899891312117;23.0
2;1082060100;DEO PARFUM IRIS 100 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;31.71;7899891313374;23.0
2;1082070101;DEO COLONIA OZARA 100 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;31.71;7899891313725;23.0
2;1090009093;CHEIROS DA BAHIA - CX COM 5 SABONETES;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;18.70;7898464625562;23.0
2;1090010200;SABONETE EM BARRA LAVANDA 200 G - DIA DIA;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;4.39;7899891303467;23.0
2;1090010300;GEL DE BANHO LAVANDA 300 G - DIA DIA;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;9.35;7899891303412;23.0
2;1090020120;SABONETE EM BARRA CASCAS & FOLHAS 120 G;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;3.98;7899891308646;23.0
2;1090020400;SABONETE LIQUIDO CASCAS & FOLHAS 400 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;10.57;7899891307151;23.0
2;1090020500;SABONETE LIQUIDO CASCAS & FOLHAS 500ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;22.28;7898464625814;23.0
2;1090110400;SABONETE LIQUIDO CURUMIM 400 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;10.57;7899891307229;23.0
2;1090190120;SABONETE EM BARRA TERRA MADRE (CX/3 UNID.);1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;18.70;7898464623018;23.0
2;1090190350;SABONETE LIQUIDO TERRA MADRE 350 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;32.85;7898464623025;23.0
2;1090230120;SABONETE EM BARRA PITANGA 120 G;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;3.98;7899891307748;23.0
2;1090230400;SABONETE LIQUIDO PITANGA 400 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;10.57;7899891307182;23.0
2;1090230500;SABONETE LIQUIDO PITANGA 500ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;22.28;7898464625852;23.0
2;1090250120;SABONETE EM BARRA MARRUA 120 G;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;3.98;7899891309063;23.0
2;1090250400;SABONETE LIQUIDO MARRUA 400 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;10.57;7899891307212;23.0
2;1090250500;SABONETE LIQUIDO MARRUA 500ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;22.28;7898464625845;23.0
2;1090490120;SABONETE EM BARRA FLOR DE ALGODAO 120 G;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;3.98;7899891308653;23.0
2;1090490400;SABONETE LIQUIDO FLOR DE ALGODAO 400 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;10.57;7899891307199;23.0
2;1090490500;SABONETE LIQUIDO FLOR DE ALGODAO 500ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;22.28;7898464625838;23.0
2;1090550120;SABONETE EM BARRA ALECRIM 120 G;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;3.98;7899891308622;23.0
2;1090550400;SABONETE LIQUIDO ALECRIM 400 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;10.57;7899891307168;23.0
2;1090550500;SABONETE LIQUIDO ALECRIM 500ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;22.28;7898464625791;23.0
2;1090580120;SABONETE EM BARRA AMBAR 120 G;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;3.98;7899891308639;23.0
2;1090580400;SABONETE LIQUIDO AMBAR 400 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;10.57;7899891307175;23.0
2;1090580500;SABONETE LIQUIDO AMBAR 500ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;22.28;7898464625807;23.0
2;1090620300;GEL DE BANHO MURU MURU 300 G - RITOS;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;9.76;7899891303214;23.0
2;1090640120;SABONETE EM BARRA PROVENCE 120 G;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;3.98;7899891308660;23.0
2;1090640400;SABONETE LIQUIDO PROVENCE 400 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;10.57;7899891307205;23.0
2;1090640500;SABONETE LIQUIDO PROVENCE 500ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;22.28;7898464625869;23.0
2;1090740300;GEL DE BANHO YLANG YLANG 300 G - RITOS;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;9.76;7899891303207;23.0
2;1090760200;SABONETE EM BARRA FLOR DE CEREJEIRA 200 G - DIA DIA;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;4.39;7899891303429;23.0
2;1090760300;GEL DE BANHO FLOR DE CEREJEIRA 300 G - DIA DIA;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;9.35;7899891303375;23.0
2;1090780200;SABONETE EM BARRA MARINA 200 G - DIA DIA;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;4.39;7899891303436;23.0
2;1090780300;GEL DE BANHO MARINA 300 G - DIA DIA;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;9.35;7899891303382;23.0
2;1090790200;SABONETE EM BARRA TAPAJOS 200 G - DIA DIA;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;4.39;7899891303443;23.0
2;1090790300;GEL DE BANHO TAPAJOS 300 G - DIA DIA;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;10.33;7899891303399;23.0
2;1090800100;SABONETE EM BARRA ALECRIM & CAPIM LIMAO 100 G (CX/ 3 UND);1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;5.85;7898464629249;23.0
2;1090800350;SABONETE LIQUIDO ALECRIM & CAPIM LIMAO 350 ML;1;1;2;23.0;2023-08-21;0;#808080;#FFFFFF;0;5.85;7898464620307;23.0
